,snapshotTime,snapshotTimeUTC,openPrice,closePrice,highPrice,lowPrice,lastTradedVolume
2907,2020/03/26 22:00:00,2020-03-26T22:00:00,"{'bid': 2638.06, 'ask': 2639.06, 'lastTraded': None}","{'bid': 2641.06, 'ask': 2642.06, 'lastTraded': None}","{'bid': 2644.19, 'ask': 2645.19, 'lastTraded': None}","{'bid': 2611.69, 'ask': 2612.69, 'lastTraded': None}",47181
2908,2020/03/27 00:00:00,2020-03-27T00:00:00,"{'bid': 2640.94, 'ask': 2641.94, 'lastTraded': None}","{'bid': 2593.81, 'ask': 2594.81, 'lastTraded': None}","{'bid': 2644.19, 'ask': 2645.19, 'lastTraded': None}","{'bid': 2579.69, 'ask': 2580.69, 'lastTraded': None}",62606
2909,2020/03/27 02:00:00,2020-03-27T02:00:00,"{'bid': 2594.19, 'ask': 2595.19, 'lastTraded': None}","{'bid': 2589.06, 'ask': 2590.06, 'lastTraded': None}","{'bid': 2594.31, 'ask': 2595.31, 'lastTraded': None}","{'bid': 2573.44, 'ask': 2574.44, 'lastTraded': None}",44356
2910,2020/03/27 04:00:00,2020-03-27T04:00:00,"{'bid': 2589.19, 'ask': 2590.19, 'lastTraded': None}","{'bid': 2598.69, 'ask': 2599.69, 'lastTraded': None}","{'bid': 2599.44, 'ask': 2600.44, 'lastTraded': None}","{'bid': 2562.19, 'ask': 2563.19, 'lastTraded': None}",36252
2911,2020/03/27 06:00:00,2020-03-27T06:00:00,"{'bid': 2598.06, 'ask': 2599.06, 'lastTraded': None}","{'bid': 2577.56, 'ask': 2578.56, 'lastTraded': None}","{'bid': 2612.19, 'ask': 2613.19, 'lastTraded': None}","{'bid': 2573.56, 'ask': 2574.56, 'lastTraded': None}",41508
2912,2020/03/27 08:00:00,2020-03-27T08:00:00,"{'bid': 2577.81, 'ask': 2578.81, 'lastTraded': None}","{'bid': 2561.94, 'ask': 2562.94, 'lastTraded': None}","{'bid': 2592.31, 'ask': 2593.31, 'lastTraded': None}","{'bid': 2561.69, 'ask': 2562.69, 'lastTraded': None}",67272
2913,2020/03/27 10:00:00,2020-03-27T10:00:00,"{'bid': 2562.06, 'ask': 2563.06, 'lastTraded': None}","{'bid': 2544.06, 'ask': 2545.06, 'lastTraded': None}","{'bid': 2579.94, 'ask': 2580.94, 'lastTraded': None}","{'bid': 2540.69, 'ask': 2541.69, 'lastTraded': None}",97246
2914,2020/03/27 12:00:00,2020-03-27T12:00:00,"{'bid': 2543.81, 'ask': 2544.81, 'lastTraded': None}","{'bid': 2539.54, 'ask': 2540.34, 'lastTraded': None}","{'bid': 2567.19, 'ask': 2568.19, 'lastTraded': None}","{'bid': 2518.04, 'ask': 2518.84, 'lastTraded': None}",303708
2915,2020/03/27 14:00:00,2020-03-27T14:00:00,"{'bid': 2539.04, 'ask': 2539.84, 'lastTraded': None}","{'bid': 2534.16, 'ask': 2534.96, 'lastTraded': None}","{'bid': 2570.04, 'ask': 2570.84, 'lastTraded': None}","{'bid': 2526.79, 'ask': 2527.59, 'lastTraded': None}",407122
2916,2020/03/27 16:00:00,2020-03-27T16:00:00,"{'bid': 2534.04, 'ask': 2534.84, 'lastTraded': None}","{'bid': 2564.29, 'ask': 2565.09, 'lastTraded': None}","{'bid': 2580.54, 'ask': 2581.34, 'lastTraded': None}","{'bid': 2529.29, 'ask': 2530.09, 'lastTraded': None}",336596
2917,2020/03/27 18:00:00,2020-03-27T18:00:00,"{'bid': 2564.79, 'ask': 2565.59, 'lastTraded': None}","{'bid': 2544.21, 'ask': 2545.01, 'lastTraded': None}","{'bid': 2616.54, 'ask': 2617.34, 'lastTraded': None}","{'bid': 2534.96, 'ask': 2535.76, 'lastTraded': None}",602185
2918,2020/03/27 20:00:00,2020-03-27T20:00:00,"{'bid': 2543.78, 'ask': 2544.58, 'lastTraded': None}","{'bid': 2531.33, 'ask': 2533.23, 'lastTraded': None}","{'bid': 2550.05, 'ask': 2551.05, 'lastTraded': None}","{'bid': 2528.05, 'ask': 2529.05, 'lastTraded': None}",108229
2919,2020/03/29 22:00:00,2020-03-29T21:00:00,"{'bid': 2472.13, 'ask': 2473.13, 'lastTraded': None}","{'bid': 2484.13, 'ask': 2485.13, 'lastTraded': None}","{'bid': 2510.01, 'ask': 2511.01, 'lastTraded': None}","{'bid': 2470.88, 'ask': 2471.88, 'lastTraded': None}",54889
2920,2020/03/30 00:00:00,2020-03-29T23:00:00,"{'bid': 2484.63, 'ask': 2485.63, 'lastTraded': None}","{'bid': 2501.76, 'ask': 2502.76, 'lastTraded': None}","{'bid': 2514.01, 'ask': 2515.01, 'lastTraded': None}","{'bid': 2479.26, 'ask': 2480.26, 'lastTraded': None}",59379
2921,2020/03/30 02:00:00,2020-03-30T01:00:00,"{'bid': 2502.01, 'ask': 2503.01, 'lastTraded': None}","{'bid': 2510.51, 'ask': 2511.51, 'lastTraded': None}","{'bid': 2520.63, 'ask': 2521.63, 'lastTraded': None}","{'bid': 2493.88, 'ask': 2494.88, 'lastTraded': None}",44050
